290_gambelii	300_gambelii	088_turbinella
290_gambelii	300_gambelii	088_turbinella
300_gambelii	303_gambelii	290_gambelii
286_gambelii	300_gambelii	284_turbinella
304_gambelii	300_gambelii	061_turbinella
304_gambelii	300_gambelii	301_grisea
286_gambelii	300_gambelii	283_grisea
286_gambelii	300_gambelii	086_grisea
077_gambelii	300_gambelii	297_turbinella
270_gambelii	300_gambelii	086_grisea
070_gambelii	300_gambelii	069_grisea
270_gambelii	300_gambelii	285_grisea
270_gambelii	300_gambelii	266_grisea
077_gambelii	300_gambelii	079_turbinella
270_gambelii	300_gambelii	088_turbinella
275_gambelii	300_gambelii	297_turbinella
070_gambelii	300_gambelii	088_turbinella
077_gambelii	300_gambelii	283_grisea
303_gambelii	300_gambelii	085_turbinella
286_gambelii	300_gambelii	280_turbinella
070_gambelii	300_gambelii	271_grisea
303_gambelii	300_gambelii	064_turbinella
077_gambelii	300_gambelii	069_grisea
286_gambelii	300_gambelii	279_turbinella
290_gambelii	300_gambelii	058_turbinella
286_gambelii	300_gambelii	079_turbinella
270_gambelii	300_gambelii	058_turbinella
070_gambelii	300_gambelii	272_grisea
070_gambelii	300_gambelii	284_turbinella
303_gambelii	300_gambelii	285_grisea
290_gambelii	300_gambelii	086_grisea
077_gambelii	300_gambelii	064_turbinella
070_gambelii	300_gambelii	085_turbinella
077_gambelii	300_gambelii	284_turbinella
070_gambelii	300_gambelii	274_grisea
077_gambelii	300_gambelii	285_grisea
077_gambelii	300_gambelii	081_grisea
270_gambelii	300_gambelii	298_turbinella
077_gambelii	300_gambelii	302_turbinella
077_gambelii	300_gambelii	298_turbinella
070_gambelii	300_gambelii	283_grisea
275_gambelii	300_gambelii	061_turbinella
070_gambelii	300_gambelii	079_turbinella
290_gambelii	300_gambelii	279_turbinella
290_gambelii	300_gambelii	085_turbinella
270_gambelii	300_gambelii	271_grisea
303_gambelii	300_gambelii	271_grisea
270_gambelii	300_gambelii	297_turbinella
270_gambelii	300_gambelii	279_turbinella
077_gambelii	300_gambelii	274_grisea
070_gambelii	300_gambelii	282_turbinella
077_gambelii	300_gambelii	301_grisea
286_gambelii	300_gambelii	274_grisea
270_gambelii	300_gambelii	284_turbinella
